Time	CpX	CpY	BottomLeft	BottomRight	TopLeft	TopRight	Weight	RAWBottomLeft	RAWBottomRight	RAWTopLeft	RAWTopRight
31.773    	    11.777	    -2.535	    98.028	   329.114	    62.561	   214.563	    71.864	     16947	      8666	      9423	     12618
31.797    	    11.867	    -2.633	    97.837	   331.601	    61.053	   212.770	    71.761	     16945	      8691	      9408	     12599
31.823    	    11.955	    -2.723	    97.645	   334.785	    59.948	   211.449	    71.819	     16943	      8723	      9397	     12585
31.848    	    12.182	    -2.909	    97.549	   342.048	    56.932	   209.940	    72.089	     16942	      8796	      9367	     12569
31.873    	    12.317	    -2.994	    97.454	   345.530	    55.122	   209.751	    72.230	     16941	      8831	      9349	     12567
31.898    	    12.511	    -3.156	    97.262	   349.510	    51.805	   207.676	    72.067	     16939	      8871	      9316	     12545
31.923    	    12.605	    -3.183	    96.401	   351.699	    51.302	   207.676	    72.151	     16930	      8893	      9311	     12545
31.948    	    12.733	    -3.219	    95.348	   352.097	    49.694	   207.204	    71.872	     16919	      8897	      9295	     12540
31.973    	    12.692	    -3.136	    94.199	   346.724	    50.197	   206.826	    71.219	     16907	      8843	      9300	     12536
31.998    	    12.560	    -3.100	    95.061	   344.933	    51.503	   206.638	    71.238	     16916	      8825	      9313	     12534
32.023    	    12.483	    -3.181	    96.879	   347.819	    51.704	   205.411	    71.614	     16935	      8854	      9315	     12521
32.048    	    12.421	    -3.182	    97.454	   348.117	    52.408	   205.128	    71.746	     16941	      8857	      9322	     12518
32.073    	    12.359	    -3.257	    98.219	   349.112	    52.509	   202.581	    71.676	     16949	      8867	      9323	     12491
32.097    	    12.336	    -3.301	    98.698	   349.411	    52.207	   201.260	    71.589	     16954	      8870	      9320	     12477
32.123    	    12.279	    -3.347	    99.368	   350.505	    52.609	   199.751	    71.656	     16961	      8881	      9324	     12461
32.148    	    12.218	    -3.404	   100.804	   351.202	    52.308	   198.618	    71.728	     16976	      8888	      9321	     12449
32.173    	    12.127	    -3.490	   102.527	   354.485	    52.911	   196.826	    72.117	     16994	      8921	      9327	     12430
32.198    	    12.083	    -3.502	   103.197	   355.182	    53.313	   196.637	    72.278	     17001	      8928	      9331	     12428
32.222    	    12.114	    -3.441	   101.761	   352.396	    53.413	   197.015	    71.896	     16986	      8900	      9332	     12432
32.248    	    12.124	    -3.381	   101.282	   350.505	    53.514	   198.335	    71.800	     16981	      8881	      9333	     12446
32.273    	    12.136	    -3.163	    98.698	   341.750	    54.218	   201.260	    71.013	     16954	      8793	      9340	     12477
32.298    	    12.124	    -3.051	    98.028	   339.262	    55.122	   203.713	    71.033	     16947	      8768	      9349	     12503
32.323    	    11.943	    -2.787	    98.315	   334.586	    58.942	   209.657	    71.582	     16950	      8721	      9387	     12566
32.347    	    11.902	    -2.778	    99.177	   335.382	    59.445	   210.600	    71.898	     16959	      8729	      9392	     12576
32.373    	    11.800	    -2.824	   100.038	   336.974	    60.651	   208.713	    72.079	     16968	      8745	      9404	     12556
32.398    	    11.815	    -2.857	   100.421	   339.262	    60.651	   208.808	    72.361	     16972	      8768	      9404	     12557
32.423    	    11.863	    -2.836	    99.751	   338.267	    60.149	   209.279	    72.188	     16965	      8758	      9399	     12562
32.448    	    11.919	    -2.775	    97.932	   334.387	    59.646	   209.185	    71.546	     16946	      8719	      9394	     12561
32.472    	    11.765	    -2.760	    98.985	   330.905	    60.350	   207.676	    71.216	     16957	      8684	      9401	     12545
32.498    	    11.709	    -2.751	    99.464	   331.203	    61.154	   207.770	    71.387	     16962	      8687	      9409	     12546
32.523    	    11.622	    -2.960	   101.761	   335.282	    60.350	   202.581	    71.426	     16986	      8728	      9401	     12491
32.548    	    11.594	    -3.069	   103.388	   339.262	    60.048	   201.071	    71.813	     17003	      8768	      9398	     12475
32.573    	    11.596	    -3.218	   105.015	   345.729	    59.747	   199.090	    72.406	     17020	      8833	      9395	     12454
32.597    	    11.678	    -3.261	   104.441	   345.829	    58.339	   198.241	    72.128	     17014	      8834	      9381	     12445
32.623    	    11.796	    -3.312	   103.101	   346.923	    57.133	   196.920	    71.845	     17000	      8845	      9369	     12431
32.648    	    11.837	    -3.372	   103.388	   347.719	    55.927	   195.977	    71.736	     17003	      8853	      9357	     12421
32.673    	    11.793	    -3.525	   104.919	   351.003	    55.223	   192.297	    71.780	     17019	      8886	      9350	     12382
32.698    	    11.821	    -3.659	   106.068	   354.087	    53.715	   190.033	    71.827	     17031	      8917	      9335	     12358
32.723    	    11.714	    -3.909	   108.748	   360.952	    53.514	   183.901	    72.155	     17059	      8986	      9333	     12293
32.748    	    11.706	    -4.064	   109.801	   364.534	    52.609	   180.221	    72.160	     17070	      9022	      9324	     12254
32.773    	    11.622	    -4.242	   110.758	   364.136	    51.403	   173.900	    71.449	     17080	      9018	      9312	     12187
32.797    	    11.570	    -4.293	   110.949	   363.838	    51.503	   171.541	    71.207	     17082	      9015	      9313	     12162
32.823    	    11.392	    -4.227	   111.811	   360.753	    53.413	   171.447	    71.166	     17091	      8984	      9332	     12161
32.848    	    11.364	    -4.231	   112.098	   359.858	    53.313	   171.070	    71.055	     17094	      8975	      9331	     12157
32.873    	    11.248	    -4.170	   113.151	   358.962	    54.821	   172.296	    71.350	     17105	      8966	      9346	     12170
32.898    	    11.152	    -4.059	   113.247	   357.967	    57.133	   174.372	    71.706	     17106	      8956	      9369	     12192
32.923    	    11.124	    -3.922	   112.385	   354.784	    58.440	   177.108	    71.706	     17097	      8924	      9382	     12221
32.948    	    11.112	    -3.719	   110.949	   351.202	    60.450	   181.636	    71.861	     17082	      8888	      9402	     12269
32.973    	    11.126	    -3.679	   110.949	   350.107	    60.249	   183.051	    71.873	     17082	      8877	      9400	     12284
32.997    	    11.202	    -3.718	   110.758	   352.097	    59.445	   183.051	    71.975	     17080	      8897	      9392	     12284
33.022    	    11.211	    -3.792	   111.332	   354.087	    58.842	   181.636	    72.030	     17086	      8917	      9386	     12269
33.048    	    11.297	    -3.969	   112.002	   358.564	    56.731	   178.429	    72.013	     17093	      8962	      9365	     12235
33.073    	    11.340	    -3.977	   111.524	   358.763	    56.329	   178.334	    71.934	     17088	      8964	      9361	     12234
33.097    	    11.341	    -3.980	   111.619	   358.465	    56.128	   178.334	    71.892	     17089	      8961	      9359	     12234
33.123    	    11.374	    -3.993	   111.045	   359.062	    56.027	   177.862	    71.836	     17083	      8967	      9358	     12229
33.148    	    11.376	    -4.119	   112.194	   360.156	    54.318	   175.126	    71.612	     17095	      8978	      9341	     12200
33.172    	    11.417	    -4.209	   112.289	   362.843	    53.614	   173.240	    71.631	     17096	      9005	      9334	     12180
33.198    	    11.510	    -4.424	   113.151	   369.111	    51.503	   169.371	    71.749	     17105	      9068	      9313	     12139
33.223    	    11.579	    -4.497	   113.055	   371.698	    50.599	   168.239	    71.795	     17104	      9094	      9304	     12127
33.249    	    11.636	    -4.619	   113.821	   375.379	    49.191	   166.447	    71.922	     17112	      9131	      9290	     12108
33.273    	    11.769	    -4.648	   112.959	   374.981	    47.181	   166.635	    71.608	     17103	      9127	      9270	     12110
33.298    	    11.838	    -4.687	   112.002	   374.782	    46.276	   165.409	    71.272	     17093	      9125	      9261	     12097
33.323    	    11.866	    -4.753	   112.577	   377.767	    45.773	   164.654	    71.507	     17099	      9155	      9256	     12089
33.348    	    11.916	    -4.863	   113.725	   383.140	    44.869	   163.711	    71.984	     17111	      9209	      9247	     12079
33.373    	    11.941	    -4.957	   114.204	   387.319	    44.567	   162.013	    72.255	     17116	      9251	      9244	     12061
33.398    	    11.981	    -5.196	   116.118	   395.278	    42.858	   157.673	    72.646	     17136	      9331	      9227	     12015
33.423    	    12.020	    -5.339	   117.075	   397.567	    40.948	   154.937	    72.503	     17146	      9354	      9208	     11986
33.448    	    12.055	    -5.530	   116.692	   399.955	    39.641	   149.182	    71.987	     17142	      9378	      9195	     11925
33.473    	    12.100	    -5.478	   115.065	   395.776	    39.239	   149.559	    71.392	     17125	      9336	      9191	     11929
33.497    	    12.111	    -5.154	   111.907	   384.931	    40.848	   155.691	    70.753	     17092	      9227	      9207	     11994
33.523    	    12.143	    -5.021	   111.045	   382.443	    41.350	   159.277	    70.828	     17083	      9202	      9212	     12032
33.548    	    12.110	    -4.835	   111.332	   382.045	    43.260	   165.032	    71.599	     17086	      9198	      9231	     12093
33.573    	    12.104	    -4.789	   111.237	   383.040	    44.165	   166.447	    71.927	     17085	      9208	      9240	     12108
33.597    	    12.075	    -4.784	   111.428	   384.035	    44.869	   166.447	    72.120	     17087	      9218	      9247	     12108
33.623    	    12.102	    -4.778	   111.524	   383.239	    44.165	   167.107	    72.044	     17088	      9210	      9240	     12115
33.648    	    12.156	    -4.685	   109.227	   378.563	    44.266	   167.956	    71.430	     17064	      9163	      9241	     12124
33.673    	    12.187	    -4.603	   107.982	   375.379	    44.366	   169.371	    71.133	     17051	      9131	      9242	     12139
33.698    	    12.156	    -4.506	   107.887	   372.991	    45.070	   171.636	    71.182	     17050	      9107	      9249	     12163
33.723    	    12.153	    -4.544	   107.695	   372.892	    44.869	   170.126	    70.978	     17048	      9106	      9247	     12147
33.748    	    11.743	    -4.484	   111.907	   373.688	    49.493	   170.315	    71.980	     17092	      9114	      9293	     12149
33.773    	    11.237	    -4.267	   112.481	   368.315	    57.736	   169.277	    72.225	     17098	      9060	      9375	     12138
33.798    	    11.016	    -4.069	   111.428	   363.639	    62.461	   170.504	    72.248	     17087	      9013	      9422	     12151
33.823    	    10.449	    -3.705	   111.428	   350.207	    70.704	   171.730	    71.844	     17087	      8878	      9504	     12164
33.847    	    10.186	    -3.450	   110.184	   342.944	    75.831	   173.617	    71.691	     17074	      8805	      9555	     12184
33.873    	     9.436	    -2.983	   109.801	   328.218	    87.793	   174.655	    71.476	     17070	      8657	      9674	     12195
33.898    	     8.989	    -2.779	   111.428	   321.751	    93.925	   175.221	    71.666	     17087	      8592	      9735	     12201
33.923    	     8.078	    -2.526	   117.362	   312.995	   105.184	   174.466	    72.450	     17149	      8504	      9847	     12193
33.948    	     7.389	    -2.405	   124.062	   308.816	   113.126	   174.183	    73.489	     17219	      8462	      9926	     12190
33.973    	     5.846	    -2.316	   140.813	   294.987	   125.490	   168.334	    74.451	     17394	      8323	     10049	     12128
33.998    	     5.093	    -2.242	   147.417	   284.937	   130.818	   164.465	    74.249	     17463	      8222	     10102	     12087
34.023    	     3.708	    -1.965	   152.968	   257.178	   138.760	   155.125	    71.840	     17521	      7943	     10181	     11988
34.048    	     2.918	    -1.794	   156.605	   243.448	   144.188	   151.069	    70.950	     17559	      7805	     10235	     11945
34.073    	     1.451	    -1.515	   166.751	   221.957	   154.945	   145.974	    70.370	     17665	      7589	     10342	     11891
34.098    	     0.075	    -1.297	   178.907	   206.933	   167.812	   142.200	    71.005	     17792	      7438	     10470	     11851
34.123    	    -0.590	    -1.191	   185.607	   199.968	   174.447	   140.974	    71.530	     17862	      7368	     10536	     11838
34.148    	    -1.877	    -0.989	   197.189	   184.845	   186.108	   137.294	    71.983	     17983	      7216	     10652	     11799
34.173    	    -3.130	    -0.813	   207.239	   168.826	   195.658	   132.294	    71.838	     18088	      7055	     10747	     11746
34.198    	    -3.703	    -0.743	   212.694	   161.264	   199.477	   130.501	    71.830	     18145	      6979	     10785	     11727
34.223    	    -4.257	    -0.702	   217.385	   155.095	   203.499	   127.482	    71.782	     18194	      6917	     10825	     11695
34.248    	    -5.218	    -0.643	   226.860	   144.648	   210.535	   122.859	    71.929	     18293	      6812	     10895	     11646
34.273    	    -5.996	    -0.747	   239.208	   137.186	   213.048	   118.897	    72.279	     18422	      6737	     10920	     11604
34.298    	    -6.386	    -0.838	   244.759	   133.903	   213.350	   115.500	    72.195	     18480	      6704	     10923	     11568
34.323    	    -6.956	    -0.930	   252.799	   127.236	   212.948	   112.010	    71.938	     18564	      6637	     10919	     11531
34.348    	    -7.183	    -0.995	   256.532	   125.147	   212.546	   110.217	    71.882	     18603	      6616	     10915	     11512
34.373    	    -7.383	    -1.057	   260.552	   123.157	   212.043	   109.085	    71.922	     18645	      6596	     10910	     11500
34.398    	    -7.645	    -1.110	   264.668	   119.376	   210.636	   107.858	    71.688	     18688	      6558	     10896	     11487
34.423    	    -7.771	    -1.134	   266.391	   117.685	   210.133	   107.104	    71.562	     18706	      6541	     10891	     11479
34.448    	    -7.829	    -1.099	   266.103	   115.794	   209.932	   107.387	    71.349	     18703	      6522	     10889	     11482
34.473    	    -7.801	    -1.073	   264.093	   114.899	   208.826	   107.481	    70.949	     18682	      6513	     10878	     11483
34.497    	    -7.735	    -1.015	   263.711	   115.496	   210.535	   109.085	    71.309	     18678	      6519	     10895	     11500
34.523    	    -7.547	    -0.901	   261.222	   117.088	   213.048	   112.010	    71.772	     18652	      6535	     10920	     11531
34.547    	    -7.531	    -0.728	   257.776	   115.993	   216.969	   113.708	    71.882	     18616	      6524	     10959	     11549
34.573    	    -7.487	    -0.586	   254.522	   115.197	   219.683	   115.312	    71.910	     18582	      6516	     10986	     11566
34.598    	    -7.351	    -0.347	   246.865	   113.506	   222.196	   117.765	    71.462	     18502	      6499	     11011	     11592
34.623    	    -7.205	    -0.222	   242.462	   113.506	   223.302	   119.652	    71.319	     18456	      6499	     11022	     11612
34.648    	    -6.877	    -0.070	   235.092	   115.297	   223.905	   122.388	    71.090	     18379	      6517	     11028	     11641
34.673    	    -6.680	    -0.002	   232.220	   116.889	   224.508	   124.463	    71.233	     18349	      6533	     11034	     11663
34.698    	    -6.145	     0.059	   226.477	   122.361	   223.604	   128.709	    71.546	     18289	      6588	     11025	     11708
34.723    	    -5.878	     0.088	   224.372	   124.550	   222.598	   131.539	    71.741	     18267	      6610	     11015	     11738
34.747    	    -5.457	     0.148	   218.150	   128.231	   220.990	   134.086	    71.577	     18202	      6647	     10999	     11765
34.773    	    -5.241	     0.191	   215.374	   129.425	   219.884	   136.162	    71.515	     18173	      6659	     10988	     11787
34.798    	    -4.925	     0.200	   211.642	   133.107	   218.778	   137.766	    71.560	     18134	      6696	     10977	     11804
34.823    	    -4.673	     0.222	   208.579	   135.793	   218.075	   139.370	    71.614	     18102	      6723	     10970	     11821
34.848    	    -4.162	     0.218	   203.314	   142.161	   216.265	   142.106	    71.821	     18047	      6787	     10952	     11850
34.873    	    -3.881	     0.181	   201.496	   145.444	   213.953	   143.710	    71.898	     18028	      6820	     10929	     11867
34.898    	    -3.428	     0.068	   199.773	   151.314	   209.228	   145.880	    72.061	     18010	      6879	     10882	     11890
34.923    	    -3.234	    -0.002	   199.199	   153.503	   206.112	   146.446	    71.965	     18004	      6901	     10851	     11896
34.948    	    -2.923	    -0.164	   199.007	   159.075	   201.890	   146.446	    72.083	     18002	      6957	     10809	     11896
34.972    	    -2.617	    -0.371	   198.146	   165.244	   196.864	   144.559	    71.920	     17993	      7019	     10759	     11876
34.998    	    -2.435	    -0.457	   197.093	   169.025	   195.155	   143.898	    71.956	     17982	      7057	     10742	     11869
35.023    	    -2.061	    -0.597	   194.796	   174.895	   190.732	   143.615	    71.841	     17958	      7116	     10698	     11866
35.048    	    -1.911	    -0.661	   194.221	   178.477	   190.028	   143.427	    72.056	     17952	      7152	     10691	     11864
35.073    	    -1.555	    -0.799	   192.211	   183.850	   185.504	   143.238	    71.919	     17931	      7206	     10646	     11862
35.098    	    -1.263	    -0.871	   189.819	   187.929	   182.690	   143.521	    71.832	     17906	      7247	     10618	     11865
35.123    	    -1.158	    -0.861	   188.861	   188.625	   181.986	   144.559	    71.840	     17896	      7254	     10611	     11876
35.147    	    -1.007	    -0.867	   186.851	   189.919	   180.679	   144.936	    71.672	     17875	      7267	     10598	     11880
35.173    	    -0.903	    -0.817	   185.129	   189.620	   180.177	   146.446	    71.568	     17857	      7264	     10593	     11896
35.198    	    -0.793	    -0.672	   182.066	   187.829	   180.880	   149.465	    71.453	     17825	      7246	     10600	     11928
35.223    	    -0.724	    -0.600	   180.630	   187.232	   181.282	   151.257	    71.470	     17810	      7240	     10604	     11947
35.248    	    -0.707	    -0.418	   178.046	   183.352	   182.489	   154.371	    71.251	     17783	      7201	     10616	     11980
35.273    	    -0.661	    -0.338	   177.089	   183.352	   184.097	   156.446	    71.529	     17773	      7201	     10632	     12002
35.298    	    -0.636	    -0.246	   175.653	   181.462	   184.499	   158.144	    71.404	     17758	      7182	     10636	     12020
35.323    	    -0.609	    -0.198	   174.791	   181.860	   185.906	   159.088	    71.596	     17749	      7186	     10650	     12030
35.348    	    -0.604	    -0.120	   174.313	   180.268	   186.510	   160.975	    71.639	     17744	      7170	     10656	     12050
35.373    	    -0.548	    -0.025	   172.111	   179.571	   187.716	   162.484	    71.621	     17721	      7163	     10668	     12066
35.399    	    -0.590	     0.111	   171.058	   177.382	   190.229	   164.749	    71.777	     17710	      7141	     10693	     12090
35.423    	    -0.616	     0.151	   170.006	   176.586	   191.033	   164.465	    71.642	     17699	      7133	     10701	     12087
35.448    	    -0.644	     0.240	   169.144	   175.492	   193.044	   165.786	    71.782	     17690	      7122	     10721	     12101
35.473    	    -0.680	     0.231	   169.431	   175.094	   192.943	   165.220	    71.703	     17693	      7118	     10720	     12095
35.498    	    -0.704	     0.196	   170.388	   175.691	   192.943	   164.749	    71.813	     17703	      7124	     10720	     12090
35.523    	    -0.781	     0.145	   170.963	   176.188	   193.144	   162.579	    71.722	     17709	      7129	     10722	     12067
35.547    	    -0.804	     0.142	   171.250	   176.089	   193.345	   162.390	    71.742	     17712	      7128	     10724	     12065
35.573    	    -0.918	     0.096	   173.643	   175.591	   193.345	   161.541	    71.849	     17737	      7123	     10724	     12056
35.597    	    -0.937	     0.106	   173.451	   175.392	   193.748	   161.352	    71.831	     17735	      7121	     10728	     12054
35.623    	    -1.095	     0.154	   174.887	   172.607	   194.954	   161.635	    71.845	     17750	      7093	     10740	     12057
35.648    	    -1.087	     0.197	   174.408	   171.114	   194.552	   162.579	    71.699	     17745	      7078	     10736	     12067
35.673    	    -1.149	     0.301	   174.313	   167.930	   195.456	   164.560	    71.659	     17744	      7046	     10745	     12088
35.698    	    -1.177	     0.374	   174.026	   166.139	   196.261	   165.975	    71.674	     17741	      7028	     10753	     12103
35.723    	    -1.175	     0.479	   172.877	   164.348	   197.567	   167.956	    71.709	     17729	      7010	     10766	     12124
35.747    	    -1.198	     0.550	   172.016	   163.453	   199.176	   168.805	    71.781	     17720	      7001	     10782	     12133
35.773    	    -1.099	     0.666	   169.336	   162.458	   199.980	   171.164	    71.728	     17692	      6991	     10790	     12158
35.798    	    -1.089	     0.735	   168.187	   161.960	   201.387	   172.202	    71.810	     17680	      6986	     10804	     12169
35.822    	    -0.958	     0.818	   165.411	   161.264	   200.885	   173.994	    71.587	     17651	      6979	     10799	     12188
35.848    	    -0.908	     0.894	   163.018	   160.965	   201.991	   174.655	    71.493	     17626	      6976	     10810	     12195
35.873    	    -0.858	     0.918	   162.157	   161.164	   202.091	   175.315	    71.503	     17617	      6978	     10811	     12202
35.897    	    -0.771	     0.905	   161.008	   163.652	   202.895	   175.221	    71.712	     17605	      7003	     10819	     12201
35.923    	    -0.710	     0.838	   161.487	   165.841	   202.192	   174.749	    71.864	     17610	      7025	     10812	     12196
35.947    	    -0.701	     0.795	   161.678	   167.333	   202.292	   173.806	    71.950	     17612	      7040	     10813	     12186
35.973    	    -0.665	     0.721	   161.678	   169.323	   201.488	   172.202	    71.907	     17612	      7060	     10805	     12169
35.998    	    -0.717	     0.667	   162.636	   169.522	   200.885	   170.692	    71.810	     17622	      7062	     10799	     12153
36.023    	    -0.739	     0.541	   164.167	   171.214	   199.176	   168.145	    71.704	     17638	      7079	     10782	     12126
36.047    	    -0.768	     0.457	   165.603	   172.507	   198.472	   166.635	    71.757	     17653	      7092	     10775	     12110
36.073    	    -0.771	     0.375	   167.326	   173.999	   197.668	   165.881	    71.926	     17671	      7107	     10767	     12102
36.098    	    -0.783	     0.266	   169.336	   175.691	   196.361	   164.465	    72.026	     17692	      7124	     10754	     12087
36.122    	    -0.849	     0.213	   170.676	   176.089	   196.261	   163.145	    72.058	     17706	      7128	     10753	     12073
36.148    	    -0.830	     0.182	   170.676	   175.293	   194.150	   162.579	    71.704	     17706	      7120	     10732	     12067
36.173    	    -0.868	     0.148	   171.346	   175.591	   194.049	   161.635	    71.696	     17713	      7123	     10731	     12057
36.198    	    -0.899	     0.053	   173.164	   176.885	   193.044	   160.126	    71.757	     17732	      7136	     10721	     12041
36.223    	    -0.882	    -0.046	   174.791	   178.477	   191.435	   159.088	    71.815	     17749	      7152	     10705	     12030
36.248    	    -0.907	    -0.139	   177.089	   178.974	   189.626	   158.239	    71.829	     17773	      7157	     10687	     12021
36.273    	    -0.956	    -0.202	   178.141	   179.472	   189.023	   156.635	    71.762	     17784	      7162	     10681	     12004
36.298    	    -0.974	    -0.269	   179.386	   179.173	   187.012	   155.691	    71.557	     17797	      7159	     10661	     11994
36.323    	    -1.039	    -0.329	   181.204	   179.472	   186.610	   154.654	    71.627	     17816	      7162	     10657	     11983
36.348    	    -1.079	    -0.432	   183.789	   180.268	   185.002	   153.521	    71.692	     17843	      7170	     10641	     11971
36.373    	    -1.092	    -0.453	   184.076	   180.765	   185.102	   152.955	    71.724	     17846	      7175	     10642	     11965
36.398    	    -1.099	    -0.498	   185.320	   180.865	   183.997	   152.767	    71.729	     17859	      7176	     10631	     11963
36.423    	    -1.093	    -0.535	   186.277	   181.561	   183.494	   152.672	    71.837	     17869	      7183	     10626	     11962
36.448    	    -1.089	    -0.527	   185.703	   181.163	   183.293	   152.484	    71.698	     17863	      7179	     10624	     11960
36.473    	    -1.103	    -0.548	   186.277	   181.263	   182.991	   152.201	    71.707	     17869	      7180	     10621	     11957
36.497    	    -1.084	    -0.585	   186.469	   181.959	   182.288	   151.635	    71.668	     17871	      7187	     10614	     11951
36.523    	    -1.091	    -0.578	   186.947	   182.059	   182.690	   152.106	    71.817	     17876	      7188	     10618	     11956
36.548    	    -1.081	    -0.580	   187.043	   181.462	   181.885	   152.389	    71.712	     17877	      7182	     10610	     11959
36.573    	    -1.071	    -0.554	   186.947	   181.462	   182.489	   153.144	    71.841	     17876	      7182	     10616	     11967
36.597    	    -1.075	    -0.559	   187.139	   181.163	   182.087	   153.144	    71.789	     17878	      7179	     10612	     11967
36.623    	    -1.084	    -0.511	   186.181	   180.069	   182.589	   153.521	    71.669	     17868	      7168	     10617	     11971
36.648    	    -0.987	    -0.545	   185.511	   181.760	   181.684	   153.427	    71.672	     17861	      7185	     10608	     11970
36.672    	    -0.950	    -0.508	   184.459	   181.263	   181.684	   154.088	    71.581	     17850	      7180	     10608	     11977
36.697    	    -0.934	    -0.533	   184.746	   181.860	   181.282	   153.899	    71.611	     17853	      7186	     10604	     11975
36.723    	    -0.896	    -0.542	   185.224	   182.457	   180.981	   154.654	    71.767	     17858	      7192	     10601	     11983
36.748    	    -0.877	    -0.515	   185.033	   182.556	   181.584	   155.503	    71.906	     17856	      7193	     10607	     11992
36.773    	    -0.862	    -0.540	   184.841	   183.253	   181.282	   154.842	    71.859	     17854	      7200	     10604	     11985
36.798    	    -0.858	    -0.545	   184.937	   183.352	   181.182	   154.842	    71.869	     17855	      7201	     10603	     11985
36.823    	    -0.767	    -0.516	   182.831	   182.954	   180.177	   155.220	    71.549	     17833	      7197	     10593	     11989
36.848    	    -0.781	    -0.520	   183.119	   183.153	   180.478	   155.125	    71.620	     17836	      7199	     10596	     11988
36.873    	    -0.764	    -0.504	   182.449	   183.153	   180.679	   155.220	    71.582	     17829	      7199	     10598	     11989
36.898    	    -0.790	    -0.497	   182.927	   183.452	   181.584	   155.408	    71.773	     17834	      7202	     10607	     11991
36.923    	    -0.780	    -0.519	   183.406	   183.551	   180.880	   155.408	    71.760	     17839	      7203	     10600	     11991
36.948    	    -0.788	    -0.530	   183.310	   183.949	   181.081	   154.842	    71.753	     17838	      7207	     10602	     11985
36.973    	    -0.794	    -0.550	   183.406	   184.148	   180.780	   154.276	    71.695	     17839	      7209	     10599	     11979
36.998    	    -0.810	    -0.583	   183.980	   184.646	   180.579	   153.616	    71.716	     17845	      7214	     10597	     11972
37.023    	    -0.851	    -0.609	   184.171	   185.044	   180.880	   152.389	    71.682	     17847	      7218	     10600	     11959
37.048    	    -0.888	    -0.636	   185.511	   184.944	   180.579	   152.295	    71.768	     17861	      7217	     10597	     11958
37.073    	    -0.937	    -0.669	   186.373	   185.243	   180.679	   151.352	    71.801	     17870	      7220	     10598	     11948
37.097    	    -0.940	    -0.699	   186.373	   185.441	   180.076	   150.502	    71.673	     17870	      7222	     10592	     11939
37.123    	    -0.958	    -0.719	   186.756	   185.243	   179.573	   150.031	    71.592	     17874	      7220	     10587	     11934
37.148    	    -1.003	    -0.740	   187.904	   185.541	   179.975	   149.748	    71.752	     17886	      7223	     10591	     11931
37.173    	    -1.026	    -0.800	   188.957	   185.839	   178.870	   148.710	    71.671	     17897	      7226	     10580	     11920
37.197    	    -1.042	    -0.826	   189.723	   186.138	   178.669	   148.427	    71.730	     17905	      7229	     10578	     11917
37.223    	    -1.072	    -0.883	   190.871	   186.735	   178.065	   147.389	    71.741	     17917	      7235	     10572	     11906
37.247    	    -1.101	    -0.909	   191.446	   186.834	   177.864	   146.729	    71.722	     17923	      7236	     10570	     11899
37.273    	    -1.160	    -0.985	   193.551	   187.232	   176.960	   145.596	    71.769	     17945	      7240	     10561	     11887
37.297    	    -1.156	    -1.003	   194.030	   187.431	   176.558	   145.596	    71.798	     17950	      7242	     10557	     11887
37.323    	    -1.163	    -1.061	   194.604	   188.327	   175.854	   144.370	    71.751	     17956	      7251	     10550	     11874
37.348    	    -1.191	    -1.088	   195.083	   187.730	   174.949	   143.710	    71.579	     17961	      7245	     10541	     11867
37.372    	    -1.246	    -1.139	   196.519	   187.829	   174.447	   142.766	    71.588	     17976	      7246	     10536	     11857
37.398    	    -1.214	    -1.141	   196.423	   188.625	   174.648	   143.049	    71.709	     17975	      7254	     10538	     11860
37.423    	    -1.219	    -1.138	   196.231	   188.028	   174.245	   142.955	    71.578	     17973	      7248	     10534	     11859
37.448    	    -1.212	    -1.130	   196.423	   187.929	   174.245	   143.427	    71.635	     17975	      7247	     10534	     11864
37.472    	    -1.179	    -1.118	   195.944	   188.327	   174.447	   143.804	    71.686	     17970	      7251	     10536	     11868
37.498    	    -1.167	    -1.108	   195.753	   188.426	   174.648	   144.087	    71.726	     17968	      7252	     10538	     11871
37.523    	    -1.098	    -1.053	   193.934	   188.526	   175.251	   145.030	    71.708	     17949	      7253	     10544	     11881
37.548    	    -1.092	    -1.024	   193.264	   187.630	   175.150	   145.408	    71.577	     17942	      7244	     10543	     11885
37.573    	    -1.103	    -0.985	   192.786	   187.033	   175.854	   145.880	    71.587	     17937	      7238	     10550	     11890
37.598    	    -1.048	    -0.948	   192.116	   187.431	   176.457	   147.106	    71.746	     17930	      7242	     10556	     11903
37.623    	    -0.987	    -0.917	   191.350	   187.232	   176.155	   148.238	    71.732	     17922	      7240	     10553	     11915
37.648    	    -1.026	    -0.925	   191.541	   187.133	   176.457	   147.578	    71.705	     17924	      7239	     10556	     11908
37.672    	    -1.009	    -0.909	   191.063	   187.033	   176.558	   147.861	    71.685	     17919	      7238	     10557	     11911
37.698    	    -1.003	    -0.940	   191.637	   187.730	   176.256	   147.578	    71.755	     17925	      7245	     10554	     11908
37.722    	    -0.983	    -0.918	   191.063	   187.829	   176.658	   147.955	    71.786	     17919	      7246	     10558	     11912
37.748    	    -0.971	    -0.905	   190.680	   187.829	   176.859	   148.144	    71.787	     17915	      7246	     10560	     11914
37.773    	    -0.960	    -0.902	   190.393	   187.829	   176.759	   148.144	    71.747	     17912	      7246	     10559	     11914
37.797    	    -0.921	    -0.904	   189.819	   188.526	   176.759	   148.144	    71.760	     17906	      7253	     10559	     11914
