Time	CpX	CpY	BottomLeft	BottomRight	TopLeft	TopRight	Weight	RAWBottomLeft	RAWBottomRight	RAWTopLeft	RAWTopRight
166.723   	   -10.998	    -4.391	   363.733	   120.371	   169.521	    53.610	    72.167	     19723	      6568	     10487	     10912
166.748   	   -11.044	    -4.576	   367.561	   121.068	   165.399	    51.818	    72.025	     19763	      6575	     10446	     10893
166.773   	   -11.115	    -4.905	   376.559	   122.958	   158.765	    49.176	    72.189	     19857	      6594	     10380	     10865
166.798   	   -11.115	    -5.042	   378.664	   124.351	   156.050	    47.572	    72.106	     19879	      6608	     10353	     10848
166.823   	   -11.181	    -5.334	   385.651	   125.147	   149.215	    45.402	    71.981	     19952	      6616	     10285	     10825
166.848   	   -11.264	    -5.437	   386.609	   125.346	   147.606	    43.232	    71.714	     19962	      6618	     10269	     10802
166.872   	   -11.253	    -5.465	   384.981	   124.550	   145.696	    43.138	    71.262	     19945	      6610	     10250	     10801
166.898   	   -11.205	    -5.402	   383.833	   125.047	   147.305	    43.798	    71.427	     19933	      6615	     10266	     10808
166.923   	   -11.123	    -5.249	   380.579	   124.848	   150.320	    45.685	    71.575	     19899	      6613	     10296	     10828
166.948   	   -11.134	    -5.167	   378.951	   123.854	   151.929	    46.440	    71.548	     19882	      6603	     10312	     10836
166.972   	   -11.058	    -4.965	   374.931	   123.555	   156.452	    48.515	    71.781	     19840	      6600	     10357	     10858
166.998   	   -11.032	    -4.831	   372.634	   122.660	   159.167	    50.119	    71.896	     19816	      6591	     10384	     10875
167.023   	   -11.038	    -4.621	   366.891	   121.167	   163.891	    51.157	    71.746	     19756	      6576	     10431	     10886
167.048   	   -10.968	    -4.530	   367.561	   121.864	   166.505	    53.044	    72.344	     19763	      6583	     10457	     10906
167.073   	   -10.989	    -4.502	   368.231	   121.565	   167.510	    53.421	    72.523	     19770	      6580	     10467	     10910
167.097   	   -11.006	    -4.507	   366.413	   121.068	   166.907	    52.761	    72.158	     19751	      6575	     10461	     10903
167.123   	   -11.024	    -4.536	   365.168	   120.769	   165.801	    51.912	    71.801	     19738	      6572	     10450	     10894
167.147   	   -10.929	    -4.560	   362.106	   120.471	   162.886	    52.289	    71.199	     19706	      6569	     10421	     10898
167.173   	   -10.977	    -4.827	   365.168	   121.068	   156.151	    49.459	    70.597	     19738	      6575	     10354	     10868
167.197   	   -10.935	    -4.946	   368.997	   122.759	   153.839	    49.176	    70.895	     19778	      6592	     10331	     10865
167.223   	   -10.977	    -5.089	   373.783	   123.754	   151.426	    48.044	    71.123	     19828	      6602	     10307	     10853
167.248   	   -10.958	    -5.189	   376.463	   124.948	   149.416	    47.478	    71.256	     19856	      6614	     10287	     10847
167.273   	   -11.021	    -5.438	   381.536	   125.843	   143.987	    45.119	    71.070	     19909	      6623	     10233	     10822
167.298   	   -11.057	    -5.647	   383.737	   126.142	   138.659	    43.043	    70.570	     19932	      6626	     10180	     10800
167.322   	   -10.981	    -5.749	   383.163	   128.032	   136.347	    41.817	    70.343	     19926	      6645	     10157	     10787
167.348   	   -10.286	    -5.489	   378.760	   130.420	   135.241	    52.478	    71.112	     19880	      6669	     10146	     10900
167.373   	    -9.971	    -5.357	   373.783	   130.918	   134.538	    56.818	    71.026	     19828	      6674	     10139	     10946
167.398   	    -9.178	    -4.920	   360.287	   132.211	   135.845	    68.517	    71.108	     19687	      6687	     10152	     11070
167.423   	    -7.738	    -4.504	   347.078	   148.230	   140.670	    82.668	    73.331	     19549	      6848	     10200	     11220
167.447   	    -6.693	    -4.397	   336.454	   164.249	   142.178	    88.329	    74.613	     19438	      7009	     10215	     11280
167.473   	    -4.548	    -4.181	   305.059	   189.123	   137.453	    99.745	    74.631	     19110	      7259	     10168	     11401
167.498   	    -2.821	    -3.983	   267.348	   201.261	   129.511	   104.085	    71.654	     18716	      7381	     10089	     11447
167.522   	    -1.901	    -3.964	   251.555	   208.923	   124.184	   106.160	    70.492	     18551	      7458	     10036	     11469
167.548   	    -0.345	    -4.082	   231.646	   230.115	   117.649	   108.236	    70.168	     18343	      7671	      9971	     11491
167.573   	     0.176	    -4.198	   227.722	   240.861	   115.840	   108.330	    70.689	     18302	      7779	      9953	     11492
167.597   	     1.008	    -4.609	   225.712	   261.456	   109.105	   106.066	    71.667	     18281	      7986	      9886	     11468
167.623   	     1.309	    -4.758	   224.755	   269.516	   106.994	   104.934	    72.061	     18271	      8067	      9865	     11456
167.648   	     1.960	    -4.986	   220.735	   283.544	   102.470	   103.990	    72.524	     18229	      8208	      9820	     11446
167.673   	     1.960	    -4.986	   220.735	   283.544	   102.470	   103.990	    72.524	     18229	      8208	      9820	     11446
167.698   	     2.872	    -5.127	   208.674	   295.484	    96.941	   103.613	    71.909	     18103	      8328	      9765	     11442
167.723   	     3.140	    -5.158	   204.750	   298.369	    95.333	   103.519	    71.630	     18062	      8357	      9749	     11441
167.748   	     3.684	    -5.152	   195.944	   304.936	    94.126	   104.085	    71.336	     17970	      8423	      9737	     11447
167.773   	     3.901	    -5.165	   192.499	   308.518	    93.925	   103.802	    71.300	     17934	      8459	      9735	     11444
167.798   	     4.229	    -5.183	   188.574	   314.687	    93.523	   104.368	    71.546	     17893	      8521	      9731	     11450
167.823   	     4.348	    -5.162	   186.373	   316.677	    94.026	   104.651	    71.605	     17870	      8541	      9736	     11453
167.848   	     4.493	    -5.129	   184.076	   319.562	    94.830	   105.406	    71.824	     17846	      8570	      9744	     11461
167.872   	     4.604	    -5.059	   181.300	   320.159	    95.735	   106.538	    71.809	     17817	      8576	      9753	     11473
167.898   	     4.565	    -5.022	   180.630	   319.562	    96.941	   106.349	    71.784	     17810	      8570	      9765	     11471
167.923   	     4.585	    -4.922	   178.811	   318.070	    98.248	   107.858	    71.733	     17791	      8555	      9778	     11487
167.948   	     4.590	    -4.815	   177.471	   315.781	    99.253	   109.840	    71.668	     17777	      8532	      9788	     11508
167.972   	     4.674	    -4.662	   174.791	   314.488	   100.862	   112.953	    71.744	     17749	      8519	      9804	     11541
167.998   	     4.694	    -4.561	   173.451	   313.692	   102.369	   114.840	    71.873	     17735	      8511	      9819	     11561
168.023   	     4.725	    -4.419	   171.154	   312.199	   104.380	   117.199	    71.932	     17711	      8496	      9839	     11586
168.048   	     4.720	    -4.327	   169.718	   309.811	   105.285	   118.519	    71.769	     17696	      8472	      9848	     11600
168.073   	     4.728	    -4.221	   167.996	   307.921	   106.592	   120.123	    71.697	     17678	      8453	      9861	     11617
168.098   	     4.703	    -4.132	   167.230	   306.130	   107.798	   121.539	    71.704	     17670	      8435	      9873	     11632
168.123   	     4.600	    -4.043	   167.134	   303.842	   109.708	   122.388	    71.742	     17669	      8412	      9892	     11641
168.148   	     4.535	    -4.014	   167.804	   302.349	   110.110	   122.859	    71.747	     17676	      8397	      9896	     11646
168.172   	     4.353	    -3.889	   168.187	   298.170	   112.623	   123.991	    71.732	     17680	      8355	      9921	     11658
168.198   	     4.317	    -3.830	   168.474	   297.474	   113.729	   125.312	    71.938	     17683	      8348	      9932	     11672
168.222   	     4.161	    -3.737	   169.527	   294.191	   115.538	   126.539	    72.020	     17694	      8315	      9950	     11685
168.248   	     3.975	    -3.627	   170.388	   290.609	   118.052	   127.577	    72.105	     17703	      8279	      9975	     11696
168.273   	     3.903	    -3.561	   170.963	   289.514	   119.559	   128.803	    72.331	     17709	      8268	      9990	     11709
168.298   	     3.756	    -3.504	   171.441	   286.828	   121.168	   128.614	    72.250	     17714	      8241	     10006	     11707
168.323   	     3.538	    -3.447	   172.398	   282.649	   122.776	   127.860	    72.009	     17724	      8199	     10022	     11699
168.348   	     3.412	    -3.432	   173.738	   280.062	   122.977	   127.671	    71.883	     17738	      8173	     10024	     11697
168.373   	     3.129	    -3.445	   177.184	   276.779	   123.983	   126.161	    71.848	     17774	      8140	     10034	     11681
168.398   	     2.976	    -3.457	   178.907	   274.590	   124.184	   125.124	    71.715	     17792	      8118	     10036	     11670
168.422   	     2.688	    -3.499	   183.310	   272.799	   125.390	   123.425	    71.931	     17838	      8100	     10048	     11652
168.448   	     2.551	    -3.553	   185.416	   270.909	   124.586	   121.916	    71.717	     17860	      8081	     10040	     11636
168.473   	     2.294	    -3.543	   188.957	   268.521	   126.194	   121.350	    71.941	     17897	      8057	     10056	     11630
168.498   	     2.218	    -3.551	   189.723	   266.431	   125.591	   120.878	    71.696	     17905	      8036	     10050	     11625
168.523   	     2.127	    -3.539	   191.350	   265.934	   126.496	   121.161	    71.933	     17922	      8031	     10059	     11628
168.548   	     1.967	    -3.546	   193.073	   264.043	   127.099	   120.123	    71.871	     17940	      8012	     10065	     11617
168.573   	     1.847	    -3.552	   193.934	   262.650	   127.702	   118.991	    71.763	     17949	      7998	     10071	     11605
168.597   	     1.679	    -3.561	   197.093	   262.352	   129.109	   118.708	    72.170	     17982	      7995	     10085	     11602
168.623   	     1.500	    -3.571	   199.199	   260.660	   130.014	   117.576	    72.189	     18004	      7978	     10094	     11590
168.648   	     1.461	    -3.606	   200.826	   260.760	   129.511	   117.387	    72.294	     18021	      7979	     10089	     11588
168.673   	     1.416	    -3.730	   202.549	   262.849	   128.607	   114.651	    72.312	     18039	      8000	     10080	     11559
168.698   	     1.413	    -3.863	   203.506	   263.844	   126.295	   112.010	    72.006	     18049	      8010	     10057	     11531
168.723   	     1.396	    -3.920	   203.602	   264.043	   125.490	   110.406	    71.790	     18050	      8012	     10049	     11514
168.748   	     1.315	    -3.978	   204.750	   264.242	   125.390	   108.613	    71.734	     18062	      8014	     10048	     11495
168.773   	     1.290	    -3.978	   205.037	   263.347	   125.088	   108.613	    71.641	     18065	      8005	     10045	     11495
168.798   	     1.156	    -3.978	   206.760	   260.859	   124.988	   108.330	    71.524	     18083	      7980	     10044	     11492
168.823   	     1.093	    -3.963	   208.196	   260.262	   125.490	   108.896	    71.719	     18098	      7974	     10049	     11498
168.848   	     1.002	    -3.900	   209.344	   258.770	   126.898	   110.123	    71.953	     18110	      7959	     10063	     11511
168.873   	     0.924	    -3.881	   210.302	   257.079	   127.099	   110.406	    71.927	     18120	      7942	     10065	     11514
168.898   	     0.851	    -3.755	   209.057	   253.596	   128.808	   111.915	    71.773	     18107	      7907	     10082	     11530
168.922   	     0.783	    -3.713	   209.344	   252.203	   129.713	   112.293	    71.791	     18110	      7893	     10091	     11534
168.948   	     0.718	    -3.672	   210.014	   250.213	   130.014	   113.142	    71.774	     18117	      7873	     10094	     11543
168.973   	     0.639	    -3.659	   211.163	   249.019	   130.416	   113.331	    71.830	     18129	      7861	     10098	     11545
168.997   	     0.596	    -3.651	   211.929	   248.124	   130.416	   113.614	    71.845	     18137	      7852	     10098	     11548
169.023   	     0.570	    -3.621	   212.120	   247.527	   131.019	   114.180	    71.923	     18139	      7846	     10104	     11554
169.048   	     0.580	    -3.607	   211.929	   246.333	   130.316	   114.746	    71.768	     18137	      7834	     10097	     11560
169.073   	     0.556	    -3.608	   212.024	   245.736	   130.215	   114.557	    71.687	     18138	      7828	     10096	     11558
169.097   	     0.581	    -3.627	   212.407	   246.035	   129.511	   114.746	    71.704	     18142	      7831	     10089	     11560
169.123   	     0.615	    -3.634	   213.077	   247.228	   129.511	   115.406	    71.962	     18149	      7843	     10089	     11567
169.147   	     0.679	    -3.612	   211.737	   246.930	   129.109	   115.972	    71.811	     18135	      7840	     10085	     11573
169.173   	     0.687	    -3.572	   211.737	   246.632	   129.612	   117.104	    71.947	     18135	      7837	     10090	     11585
169.198   	     0.715	    -3.554	   210.972	   246.035	   129.310	   117.482	    71.816	     18127	      7831	     10087	     11589
169.223   	     0.755	    -3.457	   209.153	   245.438	   130.818	   119.086	    71.887	     18108	      7825	     10102	     11606
169.248   	     0.816	    -3.449	   208.004	   245.338	   130.215	   119.369	    71.727	     18096	      7824	     10096	     11609
169.273   	     0.780	    -3.350	   207.430	   243.846	   132.025	   120.972	    71.865	     18090	      7809	     10114	     11626
169.297   	     0.798	    -3.294	   206.282	   243.647	   133.130	   121.727	    71.917	     18078	      7807	     10125	     11634
169.323   	     0.797	    -3.169	   203.697	   241.259	   134.739	   123.048	    71.708	     18051	      7783	     10141	     11648
169.347   	     0.848	    -3.053	   201.974	   240.065	   136.046	   125.501	    71.794	     18033	      7771	     10154	     11674
169.373   	     0.807	    -2.949	   201.017	   238.075	   137.755	   126.916	    71.813	     18023	      7751	     10171	     11689
169.398   	     0.806	    -2.827	   199.103	   236.881	   140.067	   128.520	    71.895	     18003	      7739	     10194	     11706
169.423   	     0.805	    -2.790	   198.050	   236.483	   140.871	   128.614	    71.839	     17992	      7735	     10202	     11707
169.448   	     0.808	    -2.642	   196.423	   234.791	   143.284	   131.256	    72.016	     17975	      7718	     10226	     11735
169.473   	     0.781	    -2.595	   195.370	   233.200	   143.786	   131.350	    71.807	     17964	      7702	     10231	     11736
169.498   	     0.712	    -2.537	   195.657	   231.409	   144.791	   132.200	    71.843	     17967	      7684	     10241	     11745
169.523   	     0.710	    -2.481	   195.083	   230.314	   145.395	   133.237	    71.840	     17961	      7673	     10247	     11756
169.548   	     0.742	    -2.505	   195.657	   231.210	   144.892	   133.520	    71.967	     17967	      7682	     10242	     11759
169.573   	     0.757	    -2.537	   196.136	   232.702	   144.992	   133.143	    72.140	     17972	      7697	     10243	     11755
169.598   	     0.778	    -2.527	   195.753	   232.603	   144.892	   133.426	    72.110	     17968	      7696	     10242	     11758
169.623   	     0.831	    -2.555	   195.561	   233.100	   143.786	   133.332	    72.018	     17966	      7701	     10231	     11757
169.647   	     0.864	    -2.575	   195.370	   234.195	   143.686	   133.049	    72.071	     17964	      7712	     10230	     11754
169.673   	     0.868	    -2.613	   195.466	   233.896	   142.479	   132.294	    71.851	     17965	      7709	     10218	     11746
169.698   	     0.937	    -2.661	   194.891	   235.687	   141.776	   131.445	    71.816	     17959	      7727	     10211	     11737
169.724   	     0.917	    -2.701	   196.136	   236.284	   141.374	   131.067	    71.925	     17972	      7733	     10207	     11733
169.748   	     0.985	    -2.804	   197.284	   239.169	   139.866	   130.124	    72.086	     17984	      7762	     10192	     11723
169.773   	     0.972	    -2.885	   197.954	   240.463	   139.061	   128.237	    72.012	     17991	      7775	     10184	     11703
169.798   	     0.965	    -2.928	   198.433	   241.060	   138.559	   127.388	    71.984	     17996	      7781	     10179	     11694
169.823   	     0.961	    -3.025	   199.869	   242.453	   137.151	   125.878	    71.975	     18011	      7795	     10165	     11678
169.848   	     0.984	    -3.093	   200.539	   243.050	   135.543	   125.029	    71.853	     18018	      7801	     10149	     11669
169.873   	     0.932	    -3.141	   201.113	   243.945	   135.845	   123.331	    71.861	     18024	      7810	     10152	     11651
169.897   	     0.929	    -3.199	   201.879	   244.642	   134.940	   122.388	    71.821	     18032	      7817	     10143	     11641
169.923   	     0.974	    -3.201	   201.400	   245.139	   134.638	   122.576	    71.812	     18027	      7822	     10140	     11643
169.948   	     0.949	    -3.183	   201.304	   244.940	   135.342	   122.576	    71.853	     18026	      7820	     10147	     11643
169.973   	     0.960	    -3.163	   200.347	   244.144	   135.241	   122.576	    71.664	     18016	      7812	     10146	     11643
169.998   	     0.929	    -3.130	   200.634	   244.045	   136.347	   123.142	    71.854	     18019	      7811	     10157	     11649
170.023   	     0.910	    -3.159	   200.922	   243.945	   135.845	   122.388	    71.745	     18022	      7810	     10152	     11641
170.048   	     0.900	    -3.132	   201.017	   243.348	   136.146	   123.048	    71.792	     18023	      7804	     10155	     11648
170.072   	     0.878	    -3.132	   201.209	   243.348	   136.448	   122.859	    71.823	     18025	      7804	     10158	     11646
170.098   	     0.875	    -3.106	   200.634	   242.851	   136.850	   123.048	    71.774	     18019	      7799	     10162	     11648
170.123   	     0.843	    -3.085	   200.922	   242.055	   137.151	   123.425	    71.791	     18022	      7791	     10165	     11652
170.148   	     0.858	    -3.028	   199.964	   241.557	   138.056	   124.369	    71.831	     18012	      7786	     10174	     11662
170.173   	     0.830	    -3.014	   199.869	   241.458	   138.760	   124.180	    71.864	     18011	      7785	     10181	     11660
170.197   	     0.840	    -2.934	   199.103	   240.363	   139.765	   125.878	    71.950	     18003	      7774	     10191	     11678
170.223   	     0.794	    -2.883	   198.242	   239.070	   140.871	   125.878	    71.843	     17994	      7761	     10202	     11678
170.248   	     0.792	    -2.877	   198.050	   238.771	   140.871	   125.878	    71.793	     17992	      7758	     10202	     11678
170.273   	     0.844	    -2.826	   196.519	   238.572	   141.374	   126.728	    71.754	     17976	      7756	     10207	     11687
170.298   	     0.836	    -2.815	   196.710	   238.672	   141.776	   127.011	    71.854	     17978	      7757	     10211	     11690
170.323   	     0.848	    -2.792	   197.093	   238.473	   141.876	   128.143	    71.998	     17982	      7755	     10212	     11702
170.348   	     0.855	    -2.817	   197.380	   239.169	   141.675	   127.765	    72.040	     17985	      7762	     10210	     11698
170.373   	     0.895	    -2.787	   196.806	   238.970	   141.675	   128.709	    72.057	     17979	      7760	     10210	     11708
170.398   	     0.916	    -2.794	   196.040	   238.871	   141.273	   128.237	    71.880	     17971	      7759	     10206	     11703
170.423   	     0.919	    -2.806	   196.136	   239.070	   141.072	   128.048	    71.870	     17972	      7761	     10204	     11701
170.448   	     0.905	    -2.818	   196.710	   238.771	   140.670	   128.048	    71.857	     17978	      7758	     10200	     11701
170.473   	     0.936	    -2.812	   196.710	   239.368	   140.770	   128.614	    71.986	     17978	      7764	     10201	     11707
170.498   	     0.932	    -2.854	   197.284	   240.164	   140.368	   127.860	    72.008	     17984	      7772	     10197	     11699
170.523   	     0.994	    -2.857	   196.327	   240.264	   139.564	   127.954	    71.848	     17974	      7773	     10189	     11700
170.548   	     0.987	    -2.854	   196.710	   240.264	   139.665	   128.237	    71.926	     17978	      7773	     10190	     11703
170.573   	     1.015	    -2.876	   196.231	   241.358	   139.665	   127.577	    71.922	     17973	      7784	     10190	     11696
170.598   	     1.030	    -2.895	   196.806	   241.756	   139.162	   127.765	    71.989	     17979	      7788	     10185	     11698
170.623   	     1.042	    -2.906	   195.849	   242.055	   139.162	   126.822	    71.825	     17969	      7791	     10185	     11688
170.647   	     1.100	    -2.926	   195.657	   242.751	   138.358	   127.011	    71.814	     17967	      7798	     10177	     11690
170.673   	     1.172	    -2.959	   195.849	   244.144	   137.453	   127.294	    71.912	     17969	      7812	     10168	     11693
170.698   	     1.172	    -2.965	   195.657	   244.542	   137.654	   126.916	    71.915	     17967	      7816	     10170	     11689
170.723   	     1.253	    -3.009	   195.370	   245.637	   136.247	   126.728	    71.835	     17964	      7827	     10156	     11687
170.748   	     1.270	    -3.016	   195.466	   246.234	   136.247	   126.822	    71.915	     17965	      7833	     10156	     11688
170.773   	     1.318	    -3.030	   194.796	   246.632	   135.644	   126.633	    71.807	     17958	      7837	     10150	     11686
170.798   	     1.314	    -3.032	   194.700	   247.129	   136.046	   126.350	    71.860	     17957	      7842	     10154	     11683
170.822   	     1.360	    -3.015	   194.221	   247.328	   135.945	   127.105	    71.898	     17952	      7844	     10153	     11691
170.848   	     1.311	    -3.012	   195.083	   246.731	   136.146	   127.199	    71.955	     17961	      7838	     10155	     11692
170.873   	     1.362	    -3.024	   193.743	   247.626	   136.046	   126.444	    71.822	     17947	      7847	     10154	     11684
170.898   	     1.410	    -2.999	   193.360	   247.925	   136.146	   127.482	    71.930	     17943	      7850	     10155	     11695
170.923   	     1.404	    -2.978	   193.360	   247.726	   136.548	   127.954	    71.999	     17943	      7848	     10159	     11700
170.947   	     1.459	    -2.968	   192.499	   248.721	   136.850	   128.237	    72.072	     17934	      7858	     10162	     11703
170.973   	     1.493	    -2.944	   191.637	   248.323	   136.749	   128.709	    71.981	     17925	      7854	     10161	     11708
170.998   	     1.493	    -2.927	   191.350	   247.726	   136.749	   128.992	    71.920	     17922	      7848	     10161	     11711
171.023   	     1.533	    -2.914	   190.393	   248.024	   136.850	   129.086	    71.873	     17912	      7851	     10162	     11712
171.048   	     1.545	    -2.918	   190.393	   248.024	   136.548	   129.180	    71.852	     17912	      7851	     10159	     11713
171.072   	     1.557	    -2.890	   190.010	   248.124	   137.151	   129.747	    71.942	     17908	      7852	     10165	     11719
171.097   	     1.544	    -2.901	   189.819	   248.223	   137.252	   129.086	    71.876	     17906	      7853	     10166	     11712
171.123   	     1.591	    -2.890	   189.436	   248.522	   137.051	   129.747	    71.914	     17902	      7856	     10164	     11719
171.147   	     1.621	    -2.851	   188.479	   248.522	   137.654	   130.407	    71.945	     17892	      7856	     10170	     11726
171.173   	     1.592	    -2.862	   188.383	   248.024	   137.554	   129.652	    71.797	     17891	      7851	     10169	     11718
171.198   	     1.590	    -2.882	   188.766	   249.119	   137.855	   129.275	    71.940	     17895	      7862	     10172	     11714
171.223   	     1.660	    -2.884	   188.287	   250.014	   137.453	   129.841	    72.000	     17890	      7871	     10168	     11720
171.248   	     1.651	    -2.909	   188.766	   250.711	   137.453	   129.369	    72.071	     17895	      7878	     10168	     11715
171.273   	     1.696	    -2.921	   188.287	   250.810	   136.649	   129.369	    71.951	     17890	      7879	     10160	     11715
171.298   	     1.713	    -2.931	   187.809	   251.308	   136.649	   128.897	    71.904	     17885	      7884	     10160	     11710
171.323   	     1.750	    -2.946	   187.330	   251.308	   135.845	   128.709	    71.754	     17880	      7884	     10152	     11708
171.348   	     1.797	    -2.988	   187.617	   252.999	   135.342	   128.426	    71.876	     17883	      7901	     10147	     11705
171.373   	     1.772	    -3.022	   188.287	   253.994	   135.543	   127.577	    71.980	     17890	      7911	     10149	     11696
171.397   	     1.819	    -3.013	   188.191	   254.591	   135.443	   128.426	    72.107	     17889	      7917	     10148	     11705
171.423   	     1.790	    -3.037	   188.383	   254.591	   135.342	   127.482	    72.020	     17891	      7917	     10147	     11695
171.447   	     1.784	    -3.032	   188.670	   253.994	   135.040	   127.860	    71.996	     17894	      7911	     10144	     11699
171.473   	     1.818	    -3.073	   188.670	   254.591	   134.035	   127.294	    71.897	     17894	      7917	     10134	     11693
171.498   	     1.813	    -3.080	   188.670	   254.691	   134.035	   127.011	    71.878	     17894	      7918	     10134	     11690
171.522   	     1.783	    -3.085	   188.957	   254.691	   134.337	   126.633	    71.900	     17897	      7918	     10137	     11686
171.548   	     1.807	    -3.102	   188.574	   254.890	   133.834	   126.256	    71.791	     17893	      7920	     10132	     11682
171.573   	     1.771	    -3.075	   189.244	   254.790	   134.739	   126.916	    72.009	     17900	      7919	     10141	     11689
171.598   	     1.781	    -3.124	   189.819	   255.288	   133.734	   126.256	    71.949	     17906	      7924	     10131	     11682
171.623   	     1.770	    -3.123	   189.914	   254.890	   133.633	   126.256	    71.907	     17907	      7920	     10130	     11682
171.649   	     1.772	    -3.129	   190.393	   254.890	   133.331	   126.539	    71.954	     17912	      7920	     10127	     11685
171.673   	     1.757	    -3.127	   190.393	   254.790	   133.533	   126.350	    71.945	     17912	      7919	     10129	     11683
171.698   	     1.752	    -3.150	   190.584	   255.288	   133.432	   125.784	    71.948	     17914	      7924	     10128	     11677
171.723   	     1.716	    -3.131	   190.680	   254.492	   133.834	   125.878	    71.927	     17915	      7916	     10132	     11678
171.748   	     1.674	    -3.127	   191.254	   254.492	   134.437	   125.784	    72.037	     17921	      7916	     10138	     11677
171.773   	     1.688	    -3.147	   191.063	   254.094	   133.533	   125.407	    71.847	     17919	      7912	     10129	     11673
171.798   	     1.658	    -3.116	   190.871	   253.099	   134.035	   125.690	    71.806	     17917	      7902	     10134	     11676
171.823   	     1.649	    -3.112	   190.393	   252.502	   133.935	   125.312	    71.647	     17912	      7896	     10133	     11672
171.848   	     1.652	    -3.116	   190.967	   253.696	   134.538	   125.595	    71.918	     17918	      7908	     10139	     11675
171.873   	     1.648	    -3.100	   190.871	   253.497	   134.839	   125.878	    71.948	     17917	      7906	     10142	     11678
171.898   	     1.636	    -3.105	   191.350	   253.298	   134.638	   125.973	    71.965	     17922	      7904	     10140	     11679
171.922   	     1.560	    -3.130	   192.307	   252.701	   134.638	   125.029	    71.906	     17932	      7898	     10140	     11669
171.947   	     1.596	    -3.123	   192.020	   253.596	   134.940	   125.407	    72.037	     17929	      7907	     10143	     11673
171.973   	     1.589	    -3.156	   192.786	   253.596	   134.136	   125.124	    72.004	     17937	      7907	     10135	     11670
171.998   	     1.578	    -3.155	   192.786	   254.293	   134.839	   124.841	    72.118	     17937	      7914	     10142	     11667
172.023   	     1.592	    -3.191	   192.690	   254.392	   133.935	   124.086	    71.949	     17936	      7915	     10133	     11659
172.048   	     1.593	    -3.235	   193.456	   254.492	   132.829	   123.614	    71.877	     17944	      7916	     10122	     11654
172.073   	     1.612	    -3.265	   193.551	   255.288	   132.427	   123.142	    71.878	     17945	      7924	     10118	     11649
172.098   	     1.625	    -3.252	   193.551	   255.188	   132.427	   123.708	    71.926	     17945	      7923	     10118	     11655
172.123   	     1.595	    -3.299	   194.413	   255.686	   132.025	   122.671	    71.918	     17954	      7928	     10114	     11644
172.148   	     1.578	    -3.323	   194.700	   255.984	   131.924	   122.010	    71.900	     17957	      7931	     10113	     11637
172.173   	     1.575	    -3.357	   195.466	   256.681	   131.522	   121.633	    71.970	     17965	      7938	     10109	     11633
172.198   	     1.547	    -3.352	   196.040	   256.382	   131.723	   121.822	    72.037	     17971	      7935	     10111	     11635
172.223   	     1.540	    -3.414	   196.519	   256.979	   130.818	   120.501	    71.920	     17976	      7941	     10102	     11621
172.248   	     1.483	    -3.453	   197.859	   256.681	   130.316	   119.746	    71.898	     17990	      7938	     10097	     11613
172.273   	     1.505	    -3.476	   198.050	   257.079	   129.713	   119.652	    71.887	     17992	      7942	     10091	     11612
172.298   	     1.448	    -3.507	   199.103	   257.278	   129.813	   118.803	    71.938	     18003	      7944	     10092	     11603
172.323   	     1.452	    -3.507	   199.007	   257.178	   129.713	   118.803	    71.908	     18002	      7943	     10091	     11603
172.348   	     1.409	    -3.539	   199.582	   257.377	   129.713	   117.765	    71.881	     18008	      7945	     10091	     11592
172.373   	     1.483	    -3.564	   199.773	   258.471	   128.707	   118.331	    71.968	     18010	      7956	     10081	     11598
172.398   	     1.474	    -3.572	   199.486	   258.273	   128.607	   117.765	    71.850	     18007	      7954	     10080	     11592
172.423   	     1.477	    -3.573	   199.677	   258.273	   128.506	   117.953	    71.879	     18009	      7954	     10079	     11594
172.448   	     1.514	    -3.564	   198.816	   258.372	   128.406	   118.048	    71.800	     18000	      7955	     10078	     11595
172.472   	     1.526	    -3.569	   198.816	   258.372	   128.104	   118.142	    71.779	     18000	      7955	     10075	     11596
172.498   	     1.579	    -3.528	   197.954	   258.870	   128.707	   119.180	    71.909	     17991	      7960	     10081	     11607
172.523   	     1.573	    -3.459	   197.763	   257.875	   129.612	   120.784	    72.044	     17989	      7950	     10090	     11624
172.548   	     1.540	    -3.388	   196.806	   255.487	   130.215	   121.633	    71.851	     17979	      7926	     10096	     11633
172.573   	     1.584	    -3.301	   194.796	   253.298	   130.316	   123.142	    71.587	     17958	      7904	     10097	     11649
172.598   	     1.581	    -3.265	   194.604	   252.900	   130.919	   123.897	    71.665	     17956	      7900	     10103	     11657
172.623   	     1.559	    -3.226	   194.987	   252.800	   131.924	   124.841	    71.893	     17960	      7899	     10113	     11667
172.648   	     1.553	    -3.189	   195.179	   252.601	   132.628	   125.878	    72.070	     17962	      7897	     10120	     11678
172.673   	     1.539	    -3.152	   194.604	   251.507	   133.030	   126.256	    71.979	     17956	      7886	     10124	     11682
172.697   	     1.549	    -3.128	   194.030	   251.507	   133.533	   126.539	    72.001	     17950	      7886	     10129	     11685
172.723   	     1.571	    -3.104	   193.169	   251.109	   133.633	   126.822	    71.911	     17941	      7882	     10130	     11688
172.749   	     1.565	    -3.118	   193.169	   250.711	   133.130	   126.444	    71.781	     17941	      7878	     10125	     11684
172.772   	     1.599	    -3.078	   192.307	   251.208	   134.035	   127.199	    71.913	     17932	      7883	     10134	     11692
